age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
65.0,3,105491.0,13.0,2,3,0,4,1,99999.0,0.0,40.0,38,1
40.0,3,34987.0,13.0,4,11,1,4,1,0.0,0.0,53.0,38,0
26.0,8,167835.0,13.0,2,14,5,4,0,0.0,0.0,20.0,38,0
31.0,3,288983.0,10.0,4,10,1,4,1,0.0,0.0,40.0,38,0
28.0,3,266070.0,10.0,4,3,1,4,0,0.0,0.0,40.0,38,0
71.0,3,110380.0,9.0,2,11,0,4,1,0.0,2467.0,52.0,38,0
25.0,1,31873.0,13.0,4,0,1,4,0,0.0,0.0,40.0,38,0
25.0,3,294400.0,4.0,2,2,0,4,1,0.0,0.0,60.0,38,0
19.0,8,184308.0,10.0,2,14,5,4,0,0.0,0.0,30.0,38,0
36.0,5,175769.0,15.0,2,2,0,4,1,0.0,0.0,60.0,38,0
56.0,3,182273.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
34.0,3,106541.0,10.0,2,6,0,4,1,0.0,0.0,40.0,38,0
39.0,3,138192.0,13.0,2,2,0,4,1,0.0,0.0,40.0,38,1
31.0,3,196791.0,15.0,0,9,1,4,0,0.0,0.0,45.0,38,1
22.0,3,223019.0,9.0,4,0,3,4,0,0.0,0.0,20.0,38,0
44.0,3,109273.0,10.0,4,2,1,4,1,0.0,0.0,38.0,38,0
60.0,5,95490.0,9.0,2,11,0,4,1,0.0,0.0,45.0,38,0
65.0,3,149131.0,7.0,0,6,2,4,1,0.0,0.0,40.0,38,0
44.0,3,219155.0,10.0,2,11,0,4,1,0.0,0.0,50.0,8,1
53.0,1,82783.0,9.0,0,3,1,4,1,0.0,0.0,40.0,38,0
28.0,3,214858.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
41.0,3,170230.0,13.0,0,3,4,4,0,0.0,0.0,45.0,38,0
40.0,4,209344.0,9.0,0,0,4,4,0,0.0,0.0,15.0,41,0
35.0,3,90406.0,7.0,2,11,5,4,0,0.0,0.0,40.0,38,0
41.0,4,299813.0,5.0,2,11,5,4,0,0.0,0.0,70.0,5,0
28.0,3,188064.0,9.0,2,2,0,4,1,0.0,0.0,35.0,1,0
53.0,3,246117.0,9.0,2,2,0,4,1,0.0,0.0,40.0,25,0
26.0,3,132749.0,10.0,4,7,3,4,0,0.0,0.0,45.0,38,0
28.0,1,201099.0,9.0,4,13,3,2,0,0.0,0.0,40.0,38,0
27.0,3,97490.0,10.0,0,2,4,4,0,0.0,0.0,40.0,38,0
27.0,3,221252.0,9.0,4,0,1,0,0,0.0,0.0,8.0,38,0
26.0,3,116991.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
53.0,3,161691.0,9.0,6,11,1,4,0,0.0,0.0,35.0,38,0
34.0,3,107793.0,9.0,2,2,0,4,1,0.0,0.0,40.0,10,1
50.0,4,194514.0,14.0,4,9,1,2,1,0.0,0.0,50.0,37,0
30.0,3,278502.0,9.0,0,0,4,2,0,0.0,0.0,62.0,38,0
47.0,3,343742.0,9.0,5,2,4,2,1,0.0,0.0,40.0,38,0
27.0,8,204074.0,9.0,4,14,1,4,1,0.0,0.0,40.0,38,0
55.0,0,31965.0,10.0,2,0,0,4,1,0.0,0.0,40.0,38,0
21.0,3,143604.0,10.0,4,7,3,4,0,0.0,0.0,29.0,41,0
35.0,3,174308.0,10.0,4,13,3,4,1,0.0,0.0,40.0,38,0
31.0,5,162551.0,8.0,2,11,5,1,0,0.0,0.0,50.0,41,0
39.0,4,372525.0,14.0,2,3,0,4,1,0.0,0.0,60.0,38,1
30.0,3,75167.0,13.0,2,3,0,4,1,0.0,0.0,55.0,38,0
39.0,3,176296.0,9.0,2,13,0,2,1,0.0,1887.0,40.0,38,1
19.0,3,93518.0,10.0,4,11,3,4,0,0.0,0.0,20.0,38,0
25.0,8,126797.0,9.0,3,14,1,4,1,0.0,0.0,40.0,38,0
57.0,5,25124.0,9.0,2,7,0,4,1,0.0,0.0,60.0,38,0
21.0,3,112137.0,10.0,4,9,2,1,0,0.0,0.0,20.0,34,0
30.0,8,58798.0,4.0,6,14,1,4,0,0.0,0.0,44.0,38,0
25.0,5,21472.0,10.0,4,7,1,4,0,0.0,0.0,22.0,38,0
32.0,3,90969.0,11.0,2,13,0,4,1,0.0,0.0,45.0,38,1
26.0,3,149734.0,9.0,5,2,4,2,0,0.0,1594.0,40.0,38,0
42.0,3,52849.0,10.0,2,6,0,4,1,0.0,0.0,40.0,38,0
39.0,5,106347.0,10.0,0,11,4,4,1,0.0,0.0,47.0,38,0
48.0,3,199735.0,13.0,0,8,1,4,0,0.0,0.0,44.0,10,0
24.0,3,488541.0,10.0,4,7,4,2,0,0.0,0.0,35.0,38,0
46.0,3,403911.0,11.0,2,2,0,2,1,0.0,0.0,40.0,38,1
53.0,3,172991.0,10.0,2,11,0,4,1,0.0,0.0,25.0,38,0
36.0,0,210945.0,10.0,2,0,0,4,1,0.0,0.0,70.0,38,0
34.0,3,157446.0,9.0,0,2,4,4,1,0.0,0.0,45.0,38,0
25.0,3,109390.0,9.0,4,13,3,4,1,0.0,0.0,70.0,38,0
33.0,3,134886.0,10.0,4,0,3,4,0,99999.0,0.0,30.0,38,1
45.0,3,144579.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
31.0,0,203488.0,12.0,4,0,1,4,1,0.0,0.0,40.0,38,0
21.0,3,202871.0,9.0,4,6,3,4,1,0.0,0.0,20.0,38,0
33.0,3,175412.0,5.0,0,2,4,4,1,114.0,0.0,55.0,38,0
44.0,3,336906.0,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0
34.0,3,177596.0,11.0,2,3,5,4,0,0.0,0.0,40.0,32,1
30.0,3,79448.0,10.0,0,0,4,4,0,0.0,0.0,10.0,38,0
32.0,1,191731.0,10.0,4,0,4,2,0,0.0,0.0,40.0,38,0
46.0,8,233014.0,9.0,0,14,1,2,0,0.0,0.0,40.0,38,0
29.0,3,133937.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
20.0,3,219211.0,10.0,4,7,3,4,1,0.0,0.0,20.0,38,0
35.0,6,94529.0,9.0,0,10,4,4,0,0.0,0.0,40.0,38,0
35.0,3,247547.0,9.0,5,9,2,2,0,0.0,0.0,40.0,38,0
29.0,3,29361.0,9.0,4,7,1,4,0,0.0,0.0,38.0,38,0
21.0,3,166851.0,9.0,4,6,2,4,1,0.0,0.0,40.0,38,0
43.0,0,197069.0,13.0,2,9,0,4,1,0.0,0.0,40.0,29,1
33.0,3,153588.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
61.0,0,151369.0,15.0,2,9,0,4,1,0.0,0.0,50.0,38,1
42.0,3,174112.0,14.0,4,9,1,4,0,0.0,0.0,40.0,38,0
33.0,3,520033.0,8.0,2,0,5,4,0,0.0,0.0,40.0,38,0
35.0,6,194828.0,10.0,4,9,3,2,0,0.0,0.0,40.0,38,0
32.0,8,216908.0,9.0,2,14,0,4,1,0.0,0.0,24.0,38,0
22.0,3,126613.0,10.0,4,11,3,4,0,0.0,0.0,20.0,38,0
61.0,3,26254.0,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0
28.0,3,54042.0,11.0,4,7,1,4,0,2463.0,0.0,35.0,38,0
24.0,3,67804.0,9.0,4,7,3,2,1,0.0,0.0,40.0,38,0
58.0,1,53481.0,14.0,4,9,1,4,1,0.0,0.0,35.0,38,0
42.0,3,412379.0,9.0,2,5,0,4,1,0.0,0.0,40.0,38,0
56.0,3,220187.0,10.0,2,11,0,4,1,0.0,0.0,45.0,38,1
26.0,8,256141.0,10.0,4,14,3,4,0,0.0,0.0,40.0,38,0
25.0,3,268222.0,9.0,5,5,4,2,0,0.0,0.0,40.0,38,0
59.0,3,99131.0,9.0,2,0,5,4,0,0.0,0.0,40.0,38,0
65.0,5,115498.0,13.0,2,11,0,4,1,3818.0,0.0,10.0,38,0
57.0,3,317847.0,14.0,0,3,1,4,1,0.0,2824.0,50.0,38,1
36.0,3,98389.0,12.0,2,3,0,4,1,0.0,0.0,44.0,38,1
42.0,3,173704.0,10.0,2,11,0,4,1,0.0,1887.0,50.0,38,1
18.0,8,211177.0,8.0,4,14,2,2,1,0.0,0.0,20.0,38,0
18.0,3,115443.0,7.0,2,2,0,4,1,0.0,0.0,40.0,38,0
28.0,3,65078.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
20.0,3,24896.0,9.0,2,0,5,4,0,0.0,0.0,20.0,38,0
19.0,3,184710.0,10.0,4,12,3,4,1,0.0,0.0,30.0,38,0
28.0,3,410450.0,13.0,0,7,4,4,0,0.0,0.0,48.0,8,1
37.0,3,83893.0,11.0,2,0,0,4,1,0.0,0.0,40.0,38,0
23.0,3,113309.0,10.0,4,13,1,4,1,0.0,0.0,40.0,38,0
60.0,3,160625.0,10.0,0,2,1,4,1,0.0,0.0,47.0,38,0
17.0,1,340043.0,8.0,4,0,3,4,0,0.0,0.0,12.0,38,0
37.0,1,48976.0,13.0,4,9,1,4,0,4865.0,0.0,45.0,38,0
29.0,6,243875.0,11.0,0,0,3,4,1,0.0,0.0,40.0,38,0
34.0,3,554206.0,9.0,5,13,1,2,1,0.0,0.0,20.0,38,0
36.0,3,361888.0,10.0,2,2,0,4,1,0.0,0.0,40.0,41,1
37.0,5,205359.0,10.0,2,3,5,4,0,0.0,0.0,15.0,38,0
47.0,6,167281.0,13.0,2,7,0,4,1,0.0,0.0,40.0,38,0
22.0,3,35663.0,9.0,4,7,1,4,0,0.0,0.0,40.0,38,0
61.0,3,357437.0,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
57.0,3,390856.0,3.0,2,4,0,4,1,0.0,0.0,45.0,25,0
33.0,0,331615.0,16.0,2,9,0,4,1,0.0,1848.0,40.0,38,1
54.0,3,202415.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
40.0,3,180032.0,14.0,4,9,1,4,0,0.0,1669.0,40.0,38,0
40.0,3,77247.0,8.0,2,2,0,4,1,0.0,0.0,50.0,38,1
40.0,1,101795.0,9.0,4,10,1,4,1,0.0,0.0,42.0,38,0
35.0,3,272019.0,7.0,2,2,0,4,1,0.0,2057.0,40.0,38,0
32.0,3,198068.0,7.0,4,13,3,4,1,0.0,0.0,40.0,38,0
49.0,5,199326.0,10.0,2,11,0,4,1,0.0,0.0,50.0,38,0
31.0,3,178841.0,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
58.0,3,136951.0,13.0,2,0,0,1,1,0.0,0.0,40.0,29,0
26.0,4,109240.0,13.0,4,3,1,4,1,0.0,0.0,50.0,38,0
35.0,5,128876.0,4.0,2,4,0,4,1,0.0,0.0,40.0,38,0
25.0,3,103358.0,10.0,4,6,3,4,1,0.0,0.0,40.0,18,0
43.0,3,354408.0,8.0,2,0,0,2,1,0.0,0.0,40.0,38,0
32.0,3,206051.0,10.0,4,0,1,4,1,0.0,0.0,35.0,38,0
45.0,3,155659.0,13.0,2,9,0,4,1,0.0,0.0,60.0,38,1
48.0,3,143299.0,9.0,4,6,1,2,1,0.0,0.0,40.0,38,0
31.0,3,252210.0,3.0,4,7,3,4,1,0.0,0.0,40.0,25,0
20.0,8,129240.0,10.0,4,14,3,4,0,0.0,0.0,25.0,38,0
28.0,3,398918.0,9.0,4,12,1,4,1,0.0,0.0,40.0,38,0
50.0,5,240612.0,13.0,0,9,1,4,0,0.0,0.0,60.0,38,0
22.0,3,429346.0,9.0,4,0,2,2,1,0.0,0.0,40.0,38,0
19.0,3,123718.0,10.0,4,11,3,4,0,0.0,0.0,20.0,38,0
38.0,3,455379.0,13.0,2,3,0,4,1,0.0,0.0,63.0,38,1
23.0,3,376416.0,9.0,4,13,3,4,1,0.0,0.0,40.0,38,0
24.0,4,234663.0,13.0,4,3,3,4,1,0.0,0.0,40.0,38,0
26.0,3,282142.0,11.0,2,3,5,4,0,0.0,0.0,40.0,38,0
45.0,6,208049.0,9.0,0,12,4,4,0,0.0,0.0,40.0,38,0
88.0,3,68539.0,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0
19.0,3,126501.0,7.0,4,0,3,0,0,0.0,0.0,15.0,34,0
24.0,3,186452.0,9.0,4,3,1,4,1,0.0,0.0,50.0,38,0
84.0,8,127184.0,3.0,2,14,0,4,1,0.0,0.0,20.0,38,0
48.0,3,165267.0,6.0,2,4,0,2,1,0.0,0.0,40.0,38,0
46.0,3,124733.0,10.0,2,2,0,1,1,0.0,0.0,40.0,39,0
31.0,4,149726.0,9.0,2,2,0,4,1,0.0,0.0,50.0,38,0
58.0,3,41374.0,9.0,6,0,4,0,1,0.0,0.0,40.0,38,0
35.0,1,329759.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
36.0,3,212433.0,9.0,4,2,3,2,1,0.0,0.0,40.0,38,0
36.0,3,185099.0,15.0,2,9,0,4,1,0.0,0.0,55.0,38,1
47.0,1,126754.0,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
57.0,3,122497.0,5.0,6,7,4,2,1,0.0,0.0,52.0,41,0
30.0,3,118056.0,10.0,3,3,4,4,0,0.0,0.0,45.0,38,0
30.0,1,200892.0,14.0,2,9,0,4,1,0.0,0.0,40.0,38,0
19.0,8,200790.0,8.0,2,14,2,4,0,15024.0,0.0,40.0,38,1
30.0,4,84119.0,13.0,4,3,3,4,1,0.0,0.0,43.0,38,0
23.0,1,197918.0,10.0,4,10,3,4,1,0.0,0.0,40.0,38,1
41.0,5,150533.0,15.0,2,9,0,4,1,0.0,0.0,50.0,38,1
52.0,3,443742.0,10.0,0,3,1,4,1,0.0,0.0,60.0,38,0
27.0,3,104423.0,12.0,4,0,1,4,1,0.0,0.0,40.0,38,0
59.0,3,169133.0,9.0,2,2,0,4,1,0.0,0.0,45.0,38,0
21.0,3,185551.0,9.0,4,11,3,4,0,0.0,0.0,36.0,38,0
60.0,3,174486.0,9.0,6,6,1,4,0,0.0,0.0,40.0,38,0
69.0,6,50468.0,15.0,2,0,0,4,1,0.0,0.0,34.0,38,1
24.0,3,196943.0,9.0,4,11,3,4,1,0.0,0.0,40.0,38,0
19.0,3,120691.0,9.0,4,11,3,2,1,0.0,0.0,25.0,38,0
60.0,6,198815.0,12.0,2,9,0,4,1,0.0,0.0,20.0,25,0
64.0,3,22186.0,10.0,6,12,1,4,0,0.0,0.0,35.0,38,0
39.0,4,188069.0,11.0,2,3,0,4,1,0.0,0.0,60.0,38,1
51.0,3,233149.0,12.0,2,3,0,4,1,0.0,0.0,45.0,38,1
51.0,3,138358.0,6.0,0,2,1,2,0,0.0,0.0,35.0,38,0
25.0,3,338013.0,10.0,0,12,1,4,0,0.0,0.0,40.0,38,0
17.0,8,332666.0,6.0,4,14,3,4,0,0.0,0.0,4.0,38,0
37.0,3,166339.0,10.0,0,12,4,4,0,0.0,0.0,40.0,38,0
74.0,5,392886.0,9.0,6,4,1,4,0,0.0,0.0,14.0,38,0
26.0,6,141838.0,13.0,2,3,0,2,1,0.0,0.0,40.0,38,1
23.0,3,520759.0,9.0,4,7,1,2,1,0.0,0.0,30.0,38,0
57.0,4,37345.0,15.0,2,9,0,4,1,0.0,0.0,36.0,38,1
20.0,3,387779.0,7.0,4,13,3,4,1,0.0,0.0,15.0,38,0
37.0,3,201531.0,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
46.0,3,123598.0,13.0,2,11,0,4,1,0.0,0.0,40.0,38,0
39.0,3,380614.0,10.0,0,9,1,4,0,0.0,0.0,45.0,38,1
40.0,3,83859.0,9.0,6,6,3,4,0,0.0,0.0,30.0,38,0
50.0,6,24790.0,9.0,2,5,0,4,1,0.0,0.0,40.0,38,0
25.0,3,266820.0,1.0,4,4,1,4,1,0.0,0.0,35.0,25,0
44.0,3,85440.0,9.0,2,0,0,4,1,0.0,0.0,45.0,38,0
41.0,3,421837.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
30.0,5,404062.0,9.0,2,9,0,4,1,0.0,1977.0,15.0,38,1
38.0,3,224566.0,11.0,2,5,0,4,1,0.0,0.0,50.0,38,0
54.0,3,294991.0,6.0,2,5,0,4,1,0.0,0.0,40.0,38,0
40.0,0,189610.0,9.0,0,0,1,2,0,0.0,0.0,52.0,38,0
37.0,3,219141.0,7.0,2,5,0,2,1,7688.0,0.0,40.0,38,1
46.0,0,20956.0,13.0,2,3,0,4,1,15024.0,0.0,40.0,38,1
38.0,3,70995.0,9.0,0,9,1,4,1,0.0,0.0,45.0,38,0
20.0,3,215232.0,10.0,4,3,3,4,0,0.0,0.0,10.0,38,0
71.0,8,178295.0,12.0,2,14,0,4,1,0.0,0.0,3.0,38,0
35.0,3,56201.0,10.0,2,4,0,4,1,0.0,0.0,40.0,25,0
62.0,3,98076.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
34.0,3,351810.0,13.0,4,9,1,4,0,0.0,0.0,45.0,4,0
56.0,5,144351.0,9.0,2,13,0,4,1,0.0,0.0,90.0,38,0
30.0,6,137613.0,14.0,2,9,0,1,1,0.0,0.0,20.0,35,0
17.0,3,54257.0,7.0,4,0,3,4,0,0.0,0.0,20.0,38,0
18.0,5,230373.0,7.0,4,7,3,4,0,594.0,0.0,4.0,38,0
35.0,3,98389.0,7.0,2,4,0,4,1,0.0,0.0,40.0,38,0
21.0,3,184135.0,9.0,4,6,3,2,1,0.0,0.0,1.0,38,0
46.0,5,140121.0,9.0,0,2,3,4,1,0.0,0.0,50.0,38,0
33.0,5,24504.0,10.0,2,2,0,4,1,0.0,0.0,60.0,38,0
27.0,3,129528.0,10.0,4,11,1,4,0,0.0,0.0,40.0,38,0
36.0,3,415578.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
42.0,3,97142.0,4.0,2,13,0,4,1,0.0,0.0,40.0,38,0
35.0,3,201328.0,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0
25.0,3,256620.0,13.0,5,3,1,4,1,0.0,0.0,40.0,38,0
47.0,0,96854.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
44.0,6,141858.0,15.0,2,9,0,4,1,15024.0,0.0,75.0,38,1
51.0,0,20795.0,9.0,2,13,0,4,1,7688.0,0.0,40.0,38,1
53.0,3,95519.0,9.0,2,9,0,4,1,0.0,0.0,42.0,38,1
47.0,3,112791.0,9.0,2,10,0,4,1,0.0,0.0,40.0,38,0
20.0,3,291407.0,7.0,4,5,3,2,1,0.0,0.0,40.0,38,0
32.0,3,239659.0,10.0,5,6,4,2,0,0.0,0.0,70.0,38,0
28.0,3,183151.0,9.0,2,2,0,4,1,0.0,0.0,50.0,38,0
58.0,8,97634.0,3.0,2,14,0,4,1,0.0,0.0,40.0,38,0
52.0,3,143807.0,9.0,0,11,1,4,0,0.0,0.0,40.0,38,0
35.0,3,186934.0,14.0,5,9,1,4,1,0.0,0.0,40.0,38,1
30.0,3,170065.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
33.0,3,108328.0,10.0,4,0,1,4,0,6849.0,0.0,50.0,38,0
56.0,6,83696.0,13.0,5,9,1,4,0,0.0,0.0,38.0,41,0
21.0,3,204596.0,10.0,4,7,3,4,0,0.0,0.0,20.0,38,0
56.0,8,32604.0,10.0,4,14,1,2,0,0.0,0.0,40.0,38,0
56.0,3,193453.0,13.0,2,9,0,4,1,0.0,1902.0,65.0,38,1
45.0,3,148995.0,13.0,2,2,0,4,1,15024.0,0.0,40.0,38,1
20.0,3,85041.0,10.0,4,3,3,4,0,0.0,0.0,20.0,38,0
62.0,1,140851.0,9.0,2,7,0,4,1,0.0,0.0,40.0,38,1
24.0,3,196280.0,13.0,4,11,1,4,0,0.0,0.0,30.0,38,0
52.0,0,38973.0,13.0,5,0,4,2,0,0.0,0.0,40.0,38,0
23.0,3,39182.0,9.0,2,11,0,4,1,0.0,0.0,40.0,38,0
36.0,3,198841.0,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1
40.0,3,694812.0,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0
30.0,3,247444.0,10.0,2,6,0,4,1,0.0,0.0,40.0,26,0
41.0,3,294270.0,5.0,2,13,0,4,1,0.0,0.0,35.0,38,0
59.0,3,195820.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,1
27.0,3,329426.0,14.0,4,3,1,4,1,0.0,0.0,37.0,38,0
19.0,8,174871.0,10.0,4,14,3,4,1,0.0,0.0,23.0,38,0
41.0,3,116103.0,10.0,4,3,1,4,1,0.0,0.0,50.0,38,0
27.0,3,206903.0,13.0,4,5,4,4,1,0.0,0.0,35.0,38,0
50.0,3,217577.0,9.0,6,6,4,4,0,0.0,0.0,40.0,38,0
29.0,3,337693.0,3.0,4,7,3,4,0,0.0,0.0,40.0,7,0
38.0,3,204501.0,13.0,2,3,0,4,1,0.0,0.0,55.0,38,1
30.0,3,169186.0,9.0,4,6,3,4,1,0.0,0.0,60.0,38,0
48.0,3,109421.0,13.0,2,9,0,4,1,0.0,0.0,55.0,38,0
39.0,1,267893.0,12.0,2,2,0,2,1,7298.0,0.0,40.0,38,1
40.0,3,200479.0,11.0,2,9,0,4,1,0.0,0.0,40.0,38,0
27.0,1,221317.0,7.0,2,2,0,4,1,0.0,0.0,40.0,25,0
59.0,5,132925.0,14.0,2,2,0,4,1,0.0,0.0,40.0,38,1
31.0,8,283531.0,9.0,0,14,4,2,0,0.0,0.0,20.0,38,0
34.0,3,170769.0,9.0,2,0,0,4,1,0.0,0.0,50.0,38,1
47.0,4,186410.0,15.0,4,7,1,4,1,0.0,0.0,60.0,38,1
64.0,4,307786.0,2.0,2,11,0,4,1,0.0,0.0,20.0,38,0
29.0,3,380560.0,5.0,2,6,0,4,1,0.0,0.0,40.0,25,0
38.0,1,147258.0,9.0,4,13,1,4,1,0.0,0.0,40.0,38,0
42.0,3,212894.0,13.0,2,11,0,4,1,0.0,1887.0,40.0,38,1
49.0,3,124356.0,13.0,2,11,0,4,1,0.0,0.0,60.0,38,1
53.0,3,98791.0,10.0,2,12,0,4,1,0.0,0.0,40.0,38,0
35.0,3,216473.0,10.0,2,0,0,4,1,0.0,0.0,50.0,38,1
70.0,8,135339.0,13.0,2,14,0,1,1,0.0,0.0,40.0,2,0
38.0,3,107303.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
36.0,3,152744.0,13.0,0,11,2,1,0,0.0,0.0,40.0,34,0
34.0,5,100079.0,13.0,2,11,0,1,1,0.0,0.0,55.0,18,0
24.0,3,117779.0,13.0,4,9,1,4,1,0.0,0.0,10.0,17,0
23.0,3,197613.0,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
21.0,3,411068.0,10.0,4,0,3,4,0,0.0,0.0,35.0,38,0
47.0,3,192984.0,10.0,6,0,4,4,0,0.0,0.0,40.0,38,0
59.0,3,66356.0,4.0,4,4,4,4,1,4865.0,0.0,40.0,38,0
33.0,0,137184.0,12.0,0,3,4,4,1,0.0,0.0,50.0,38,1
63.0,5,231105.0,10.0,2,6,0,4,1,0.0,0.0,35.0,38,1
18.0,1,146586.0,9.0,4,7,3,4,1,0.0,0.0,60.0,38,0
32.0,3,32406.0,13.0,4,9,1,4,0,0.0,0.0,50.0,38,0
33.0,3,578701.0,13.0,2,3,0,2,1,0.0,0.0,40.0,41,0
19.0,3,206777.0,9.0,4,5,2,4,1,0.0,0.0,40.0,38,0
27.0,1,133495.0,9.0,4,9,3,4,1,0.0,0.0,40.0,38,0
40.0,3,34722.0,10.0,0,13,1,4,1,0.0,0.0,48.0,38,1
38.0,5,133299.0,12.0,2,13,0,4,1,0.0,0.0,40.0,38,0
20.0,3,24967.0,9.0,4,4,3,4,1,0.0,0.0,47.0,38,0
35.0,5,171968.0,9.0,5,13,1,4,1,0.0,0.0,70.0,38,0
22.0,3,412156.0,10.0,4,0,3,4,0,0.0,0.0,40.0,38,0
40.0,3,51290.0,14.0,2,9,0,4,1,0.0,0.0,50.0,38,1
34.0,3,198265.0,10.0,2,12,0,4,1,3103.0,0.0,40.0,38,1
23.0,3,293565.0,6.0,4,5,1,4,1,0.0,0.0,40.0,38,0
26.0,3,226288.0,13.0,4,0,1,4,1,0.0,0.0,40.0,38,0
53.0,4,110445.0,10.0,2,4,0,4,1,0.0,0.0,60.0,38,0
34.0,3,160634.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
39.0,3,174242.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
25.0,3,390316.0,5.0,2,2,0,4,1,0.0,0.0,40.0,25,0
18.0,3,298860.0,7.0,4,11,3,4,1,0.0,0.0,20.0,38,0
65.0,3,171584.0,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
49.0,5,232664.0,13.0,4,3,3,4,0,0.0,0.0,40.0,38,0
64.0,3,63676.0,6.0,2,7,0,2,1,0.0,0.0,40.0,38,0
68.0,3,170376.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
56.0,5,175964.0,10.0,0,7,1,4,0,0.0,0.0,40.0,38,0
68.0,0,422013.0,9.0,0,9,1,4,0,0.0,3683.0,40.0,38,0
35.0,3,105813.0,13.0,2,9,0,4,1,0.0,0.0,48.0,38,1
50.0,0,306707.0,9.0,4,0,4,2,0,0.0,0.0,12.0,38,0
45.0,3,177543.0,9.0,0,0,4,4,0,0.0,0.0,28.0,38,0
43.0,3,320277.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
39.0,3,129495.0,10.0,5,0,4,2,0,0.0,0.0,40.0,38,0
37.0,3,257042.0,9.0,0,2,4,4,1,1506.0,0.0,40.0,38,0
45.0,3,275995.0,13.0,2,12,0,4,1,0.0,0.0,50.0,38,1
20.0,8,86318.0,10.0,4,14,3,4,0,0.0,0.0,10.0,38,0
36.0,3,280440.0,12.0,4,12,4,4,0,0.0,0.0,45.0,38,0
26.0,3,371556.0,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
36.0,3,408229.0,13.0,4,9,1,4,0,0.0,0.0,32.0,38,0
47.0,3,149337.0,13.0,4,0,1,4,1,0.0,0.0,60.0,38,0
34.0,3,209297.0,9.0,4,6,1,2,1,0.0,2001.0,40.0,38,0
53.0,3,355802.0,10.0,6,11,4,4,0,0.0,0.0,30.0,38,0
32.0,3,165949.0,13.0,0,6,1,4,0,0.0,1590.0,42.0,38,0
44.0,5,112507.0,3.0,2,2,0,4,1,0.0,0.0,40.0,38,0
25.0,3,462869.0,9.0,4,5,2,4,1,0.0,0.0,40.0,25,0
35.0,3,413648.0,3.0,4,4,4,4,1,0.0,0.0,36.0,38,0
34.0,3,29235.0,12.0,0,9,1,4,0,0.0,0.0,40.0,38,0
42.0,3,149823.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
47.0,3,39530.0,9.0,0,7,1,4,0,0.0,0.0,4.0,38,0
23.0,3,197387.0,9.0,4,2,3,4,1,0.0,0.0,37.0,25,0
56.0,1,255406.0,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0
50.0,3,43764.0,16.0,2,9,0,4,1,15024.0,0.0,50.0,38,1
38.0,3,168322.0,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
46.0,3,278322.0,11.0,2,3,0,4,1,0.0,0.0,40.0,38,1
47.0,3,115813.0,12.0,5,0,4,4,0,0.0,0.0,57.0,38,0
38.0,5,184456.0,9.0,2,7,0,4,1,3464.0,0.0,80.0,21,0
42.0,3,289636.0,9.0,2,13,0,4,1,0.0,0.0,46.0,38,0
48.0,3,101684.0,9.0,2,11,0,4,1,0.0,0.0,40.0,38,0
27.0,3,133425.0,9.0,4,3,1,4,0,0.0,0.0,50.0,38,0
40.0,3,349405.0,11.0,2,9,5,4,0,0.0,0.0,36.0,38,0
53.0,3,124076.0,16.0,2,9,5,4,0,99999.0,0.0,37.0,38,1
